NCO_2015_Code,Occupation_Title,NCO_2004_Code
7223.2900,Profiling Machine Operator,8211.75
7223.3000,Metal Stamper,8211.80
7223.5001,Machining Technician/CNC Operator,7223.50
7223.5004,CNC Operator - Vertical Machining Centre,7223.50
7223.6003,CNC Programmer,7223.99
7224.0100,"Grinder, General",7224.10
7224.0200,"Grinder, Crankshaft",7224.20
7224.0300,Roll Grinder,7224.25
7224.0400,Surface Grinder,7224.30
7224.0500,Thread Grinder,7224.35
7224.0600,Honer/Honing Machine Operator,7224.40
7224.0700,Lapper,7224.45
7224.0701,Super Finishing Technician,7224.08
7224.0900,"Saw Grinder, Hand",7224.65
7224.1100,Metal Bluer,7224.80
7224.9900,"Metal Wheel Grinder, Polishing and Tool 
Sharpeners, Other",7224.90
7231.0100,"Mechanic, Automobile",7231.10
7231.0102,AC Specialist,7231.01
7231.0104,Automotive Body Technician Level 4,7231.01
7231.0200,Engine Tester,7231.20
7231.0201,Test Technician,7231.03
7231.0400,Fitter Automobile,7231.40
7231.0401,Mechanic Fitter,7231.05
7231.0501,"Auto Service Technician (Two and Three 
Wheelers)",7231.09
7231.9900,"Motor Vehicle Mechanics, Other",7231.90
7232.0100,Airframe Erector,7232.10
7232.0200,"Mechanic Aircraft, Propeller",7232.20
7232.0300,"Engine Tester, Aircraft",7232.30
7232.0400,"Engine Tester, Helper, Aircraft",7232.40
7232.0500,"Mechanic Aircraft Engine, Field 
Service/Filed Mechanic Aircraft",7232.50
7232.0600,"Mechanic Aircraft, Engine Overhauling",7232.60
7232.9900,"Aircraft Mechanics, Other",7232.90
7233.0100,"Fitter, General",7233.10
7233.0102,Machinist,7233.01
7233.0200,"Fitter, Bench",7233.20
7233.0300,"Mechanic, Petrol Engine",7233.22
7233.0301,Bearing Maintenance,7233.04
7233.0401,Belt Conveyor Maintenance,7233.04
7233.0600,"Mechanic, Gas/Diesel Engine",7233.26
7233.0700,"Mechanic, Earth Moving Machinery",7233.28
7233.0701,Mobile Equipment Maintenance,7233.08
7233.0900,"Mechanic, Turbine",7233.32
7233.1000,"Mechanic, Stationery Steam Engine",7233.34
7233.1100,"Mechanic, Maintenance, Chemical 
Plant/Technician, Maintenance, Chemical 
Plant",7233.36
7233.1200,Millwright,7233.38
7233.1300,"Mechanic, Pump",7233.40
7233.1301,Plumber (Pumps & E/M Mechanic),7233.14
7233.1500,"Mechanic, Mining Machinery",7233.44
7233.1600,"Mechanic, Textile Machinery",7233.46
7233.1700,"Mechanic, Printing Machinery",7233.48
7233.1800,"Mechanic, Sewing Machine",7233.52
7233.1900,"Lamp Repairman, Mines",7233.55
7233.2000,"Mechanic, Repairman (Domestic 
Appliances)",7233.58
7233.2100,"Fitter, Stationery Steam Engine",7233.60
7233.2200,"Fitter, Marine",7233.62
7233.2300,"Fitter, Railway Carriage and Wagon",7233.63
7233.2400,"Fitter, Loco",7233.64
7233.2500,Loco Cleaner,7233.65
7233.2600,"Fitter, Bicycle",7233.66
7233.2700,"Fitter, Signal",7233.70
7233.2800,Agriculture Engineering Technician,7233.80
7233.9900,"Machinery Mechanics and Fitters, Other",7233.90
7311.0100,"Mechanic Precision Instrument, General",7311.10
7311.0101,Technician Instrumentation,7311.02
7311.0300,Assembler (Clock & Watch),7311.25
7311.0400,"Mechanic Precision Instrument, Mechanical",7311.30
7311.0401,Fitter Instrumentation,7311.05
7311.0600,"Mechanic, Atomizer and Fuel Pump (Diesel)",7311.40
7311.0800,"Mechanic, Optical Instrument",7311.60
7311.0900,"Calibrator, Glass",7311.65
7311.1000,Calibrator (Instrument & Apparatus),7311.67
7311.1001,Calibration Technician,7311.10
7311.1100,"Calibrator, Other",7311.70
7311.1200,"Orthopaedic Appliances and Limb 
Technician",7311.75
7311.1400,"Instrument Maker, Other",7311.85
7311.9900,"Precision Instrument Makers and Repairers, 
Other",7311.90
7312.0100,Musical Instrument Maker (String ),7312.10
7312.0200,Harmonium Maker,7312.15
7312.0300,Harmonium Key Maker,7312.18
7312.0400,Harmonium Fitter,7312.20
7312.0500,Bellow Man (Harmonium),7312.22
7312.0600,Reed Fitter (Harmonium),7312.25
7312.0800,Finisher (Harmonium),7312.30
7312.1000,Organ Tuner,7312.35
7312.1200,Piano Tuner,7312.43
7312.1300,Tabla Maker (Musical Instrument),7312.45
7312.1400,"Drum Maker, Musical",7312.50
7312.1500,Clarinet Assembler,7312.55
7312.1600,Bagpipe Maker,7312.58
7312.1700,Brass Musical Instruments Assembler,7312.60
7312.1800,Musical Instrument Repairer,7312.65
7312.9900,"Musical Instrument Makers and Tuners, 
Other",7312.90
7313.0100,"Roller, Gold and Silver",7313.10
7313.0101,Jewellery Polisher,7313.01
7313.0103,Filer and Assembler,7313.02
7313.0202,Gemstone Thread Maker,7313.03
7313.0401,"Gold Curer, Mint/Gold Melter and Refiner",7313.20
7313.0500,Gold Foil Maker,7313.22
7313.0600,"Leaf Maker, Gold and Silver",7313.25
7313.0700,Goldsmith,7313.28
7313.0701,Polisher and Cleaner,7313.07
7313.0703,Goldsmith Frame Maker,7313.08
7313.0802,Metal Setter,7313.08
7313.0804,Wax Tree Maker,7313.09
7313.0902,Rough Assorter,7313.09
7313.1001,Gem Slicer/Gemstone Rough Cutter,7313.45
7313.1101,Gem Cleaver,7313.50
7313.1201,Inclusion Plotter,7313.12
7313.1300,"Gem Grinder, Hand",7313.55
7313.1301,Manual Bruter,7313.13
7313.1303,Gemstone Facet Maker,7313.13
7313.1305,Manual Blocker,7313.13
7313.1400,"Gem Polisher, Hand",7313.60
7313.1501,Diamond Assorter,7313.15
7313.1503,"Polished Diamond Grader & Assorter 
(Advance)",7313.15
7313.1505,Gemstone Girdle Polisher,7313.15
7313.1601,Gemstone Pre-Shaper,7313.16
7313.1701,Gem Driller,7313.68
7313.1702,Window Opener,7313.18
7313.1900,Engraver,7313.71
7313.2200,"Embosser, Sheet",7313.75
7313.2300,"Inlayer, Metal",7313.78
7313.2401,Rubber Mould Maker,7313.24
7313.2501,Boiling In-Charge,7313.26
7313.9900,"Jewellery, Goldsmith and Silversmith 
Workers, Other",7313.90
7314.0100,"Mould Maker, Pottery and Porcelain",7321.10
7314.0200,"Caster, Pottery and Porcelain",7321.15
7314.0300,Clay Toy Maker/Hand Moulder,7321.20
7314.0400,"Moulder, Hand (Ceramics)",7321.25
7314.0500,"Maker (Pottery and Porcelain)/Jigger and 
Jolly Operator",7321.30
7314.0600,Turner Pottery and Porcelain,7321.35
7314.0700,"Bricks and Tile Moulder, Hand",7321.40
7314.0800,Abrasive Wheel Moulder,7321.50
7314.1000,Granulator Attendant (Cement),7329.20
7314.1100,Clay Maker (Pottery),7329.25
7314.1200,Checker (Ceramics),7329.35
7314.1300,"Sorter, Brick and Tile",7329.40
7314.9900,"Abrasive Wheel Formers, Potters and 
Related Workers, Other",7321.90
7315.0100,"Blower, Glass",7322.10
7315.0200,"Blower, Laboratory Apparatus",7322.12
7315.0300,Blower Helper (Glass),7322.14
7315.0600,Mouldman (Glass),7322.20
7315.0700,Bender (Glass),7322.22
7315.0800,Gatherer (Glass),7322.24
7315.0900,Drawer (Glass),7322.26
7315.1000,Bead Maker (Glass),7322.28
7315.1100,Optical Worker,7322.29
7315.1200,Lens Grinder,7322.30
7315.1300,Edger (Optical glass),7322.32
7315.1400,Lens Polisher (Optical),7322.34
7315.1500,Lens Centerer and Edger (Optical Glass),7322.35
7315.1600,Wheel Grinder (Glass),7322.38
7315.1700,Edge Finisher (Glass),7322.40
7315.1800,"Cutter, Glass Bangles",7322.45
7315.1900,Cooling Man (Glass),7322.50
7315.2000,"Glass Cutter, Other",7322.55
7315.2100,"Joiner, Glass Bangles",7322.60
7315.2200,"Crusher Attendant, Stone",7329.10
7315.2300,Grinder (Stone and Clay),7329.15
7315.2400,"Sorter, Glass Products",7329.30
7315.9900,"Glass Makers, Cutters, Grinders and 
Finishers, Other",7322.90
7316.0100,"Engraver, Glass",7323.10
7316.0200,Glass Etcher,7323.20
7316.0300,Sand Blaster (Glass),7323.30
7316.0400,Volume Man/Calibrating Technician,7323.40
7316.0500,"Waxing Man (Glass)/Helper 
Calibrator/Decorator, Glass",7323.50
7316.0600,Glass Enameller,7324.10
7316.0700,Hand Painter (Ceramics),7324.20
7316.0800,Decorator (Ceramics),7324.30
7316.0900,"Spray Painter, (Ceramics)",7324.40
7316.1000,"Glazer, Pottery and Porcelain",7324.50
7316.1100,Mirror Silverer,7324.60
7316.1200,"Signwriter, Decorative Painters, Engravers 
and Etchers, Other",7324.90
7317.0100,Lamp Shade Maker,7331.10
7317.0300,"Furniture Maker, Bamboo",7424.10
7317.0400,"Furniture Maker, Reed",7424.15
7317.0500,"Furniture Maker, Cane",7424.20
7317.0600,Caner,7424.25
7317.0700,Basket Maker,7424.30
7317.0800,"Mat Weaver, Bamboo",7424.35
7317.0900,"Mat Weaver, Grass and Leave",7424.40
7317.1000,Broom Maker,7424.45
7317.1100,Chick Maker,7424.50
7317.1200,Khas Thatti Maker,7424.55
7317.1300,Brush Material Preparer,7424.60
7317.1400,"Brush Maker, Hand",7424.65
7317.9900,"Basketry Weavers, Brush Makers and 
Related Workers, Other",7424.90
7318.0100,Candle Maker,7332.10
7318.0200,Candle Moulder,7332.20
7318.0300,Carpet Weaver (Carpet & Rug),7332.30
7318.0400,"Knitting Machine Operator, Automatic",7332.40
7318.0500,"Hand Printer, Textile/Hand Block Printer",7332.50
7318.0600,Hand Dyer,7332.60
7318.0800,"Repairer, Fabrics/Fabric Mender",7332.80
7318.0900,"Bale Breaker Tenter, Cotton/Blow Room 
Operator",7431.10
7318.1000,"Batching Worker, Wool",7431.12
7318.1100,Wool Sorter,7431.14
7318.1200,"Selector, Jute",7431.16
7318.1300,"Grader, Coir",7431.18
7318.1500,"Waste Machine Man (Cotton Textile)/Waste 
Collection Machine Operator",7431.22
7318.1800,"Scouring Man, Wool/Wool Washing and 
Scouring Operator",7431.28
7318.1900,Cooker (Silkworm),7431.30
7318.2000,"Softener Feeder and Receiver, Jute",7431.32
7318.2100,"Root Cutter, Jute",7431.34
7318.2200,Teaser (Feeder and Receiver) Jute,7431.40
7318.2300,"Fibre Preparer, Coir",7431.42
7318.2700,"Cardtenter, Cotton/Carding Tenter",7431.50
7318.2800,"Set Framer, Silk",7431.52
7318.2900,"Sliver Lap Man/Combing Preparatory 
Operator",7431.54
7318.3400,"Comb Minder/Combing Preparatory 
Operator",7431.66
7318.3500,Gill Box Man,7431.68
7318.3600,"Spreader Feeder, Jute",7431.70
7318.3700,"Spreader, Receiver, Jute",7431.71
7318.3800,"Breaker Feeder, Jute",7431.72
7318.4000,"Finisher Feeder, Jute",7431.75
7318.4200,Hand Spinner (Cotton and Woollen Textile),7432.20
7318.4300,Piecer,7432.22
7318.4500,"Spinner, Jute",7432.26
7318.4600,"Spinner, Coir",7432.28
7318.4700,Twister,7432.30
7318.4800,"Doffer, Spinning/Ring Spinning Doffer",7432.32
7318.4900,"Knotter, Silk",7432.40
7318.5000,Beam Gaiter,7432.42
7318.5100,"Lacer, Hand",7432.45
7318.5200,Lattice Pegger,7432.50
7318.5300,"Reacher, Hand (Textile)",7432.52
7318.5500,Weaver Power Loom,7432.55
7318.5800,"Weaver, Handloom",7432.58
7318.5900,"Carpet Weaver, Hand Knitting",7432.59
7318.6000,"Carpet Clipper, Hand",7432.60
7318.6100,Carpet Embosser,7432.61
7318.6200,Carpet Repairer,7432.62
7318.6300,Coir Weaver (Matting),7432.63
7318.6400,"Net Maker, Hand",7432.70
7318.6500,"Crochet Worker, Hand",7432.72
7318.6600,"Knitter, Hand",7432.74
7318.6700,"Braid Maker, Hand",7432.76
7318.9900,"Handicraft Workers in Textiles, Leather and 
Related Materials, Others",7432.90
7321.0100,"Compositor, Hand",7341.15
7321.0200,Impositor,7341.20
7321.0300,Distributor (Letter Press),7341.25
7321.0400,Composing Room Operatives,7341.30
7321.0500,Stereo Matrix Moulder,7342.10
7321.0600,Stereotype Caster,7342.20
7321.0700,Electrotyper,7342.30
7321.0800,Lithographic Artist,7343.10
7321.0801,Circuit Imaging Operator,7321.08
7321.0900,"Retoucher, Lithographic",7343.15
7321.1000,"Mounter/Mounting Machine Operator/CNC 
Mounting Machine Operator",7343.20
7321.1200,"Cameraman, Photomechanical",7343.30
7321.1300,Microstat Cameraman,7343.35
7321.1400,"Photostat Camera Operator/Photocopier 
Operator",7343.40
7321.1500,"Transferor, Photomechanical",7343.45
7321.1600,Etcher Photo Engraving,7343.50
7321.1700,"Barman, Lino Machine",7343.60
7321.9900,"Pre-Press Technicians, Others",7343.90
7322.0200,Lino Operator,7341.35
7322.0300,Mono Operator,7341.40
7322.0400,Mono Caster,7341.45
7322.0500,Type Caster,7341.50
7322.0600,"Maker-Up, Photo Type Setting",7341.55
7322.0700,Photo Type Setting Machine Operator,7341.60
7322.0800,Type Dresser,7341.65
7322.0900,"Roller Maker, Paper Printing",7341.70
7322.1100,"Stencil Cutter, Silk Screen Printing",7346.10
7322.1200,Silk Screen Printer,7346.20
7322.1300,Printing Jobber,7346.30
7322.1400,Colour Maker (Textile Product),7346.40
7322.1500,Precision Printing Worker,7346.50
7322.1600,Frontman,7346.60
7322.1700,"Pressman (Flatbed, Letter Press)",8251.10
7322.1800,"Machineman, Hand Printing",8251.20
7322.1900,"Machineman, Automatic Printing",8251.30
7322.2000,"Machineman, Rotary Printing",8251.40
7322.2100,"Machineman, Offset Printing",8251.45
7322.2200,"Machineman, Direct Lithographic Printing",8251.50
7322.2300,"Pressman, Roto Gravure",8251.60
7322.9900,"Printers, Others",8251.90
7323.0100,Book Binder,7345.10
7323.0200,Map and Chart Mounter,7345.20
7323.0300,Book Mender,7345.30
7323.0400,Book Binding Worker,7345.40
7323.9900,"Book Binders and Related Workers, Other",7345.90
7411.0100,"Electrician, General",7137.10
7411.0101,Access Controls Installation Technician,7411.01
7411.0200,Electrician (Mines),7137.15
7411.0301,"Wireman, Light and Power",7137.20
7411.0500,"Meter Sealer, Electrical",7137.35
7411.0600,"Electrician, Stage and Studio",7137.40
7411.9900,"Building and Related Electricians, Other",7137.90
7412.0100,"Mechanic, Precision Instrument, Electrical",7241.10
7412.0101,Automation Specialist,7412.01
7412.0103,Automated Optical Inspection Operator,7412.01
7412.0200,Electrical Fitter,7241.20
7412.0202,Mechanical Fitter,7412.02
7412.0300,"Adjuster, Relays",7241.30
7412.0400,Armature Winder,7241.40
7412.0500,"Coil Winder, Machine",7241.50
7412.0600,"Electrician, Aircraft",7241.60
7412.0701,"Electrician, Automobile",7241.70
7412.0801,Maintenance Assistant/Helper,7412.09
7412.9900,"Electrical Mechanics and Fitters, Other",7241.90
7413.0100,"Lineman, Light and Power",7245.10
7413.9900,"Electrical Line Installers, Repairers and",7245.90
7419.0100,"Senior Functioner (Telephone Equipment 
Manufacturing)",7249.10
7419.0200,"Junior Functioner (Telephone Equipment 
Manufacturing)",7249.20
7419.0300,"Wiring Inspector and Bank Tester 
(Telephone Equipment Manufacturing)",7249.30
7419.0400,"Inspector, Assembly (Telephone Equipment 
Manufacturing)",7249.40
7419.0500,Battery Servicing Man,7249.50
7419.0600,"Operator, Impregnation Plant (Telephone 
Equipment Manufacturing)",7249.60
7419.9900,"Electrical and Electronic Equipment 
Mechanics and Fitters and Related Workers, 
Other",7249.90
7421.0100,"Electronics Fitter, General",7242.10
7421.0101,Fitter Electronic Assembly,7421.03
7421.1201,Auto-Tester Capacitor,7421.12
7421.1301,TV Repair Technician,7421.13
7421.1401,Solar Panel Installation Technician,7421.14
7421.1403,PV System Installation Engineer,7421.99
7422.0100,Installation Mechanic,7244.10
7422.0200,Maintenance Mechanic,7244.20
7422.0201,Fault Management Engineer,7422.02
7422.0203,Handset Repair Engineer (Level II),7422.02
7422.0400,"Lineman, Telephone and Telegraph",7244.40
7422.0600,"Fault Controller, Telephones",7244.60
7422.0700,"Carrier Attendant (Telephone) and 
Telegraph",7244.70
7422.0800,Cable Jointer,7245.20
7422.0801,Optical Fibre Technician,7422.08
7422.0900,Radar Mechanic,7243.20
7422.1000,X-Ray Mechanic,7243.30
7422.1001,Installation and Service Engineer,7422.11
7422.1200,Cable Television Installer,7243.45
7422.1201,Set-Top Box Installer/Service Technician,7422.12
7422.1203,"DAS Set-Top Box Installer and Service 
Technician",7422.13
7422.1302,Television Repair Technician,7422.14
7422.1500,Radio Mechanic,7243.70
7422.1600,"Radio Craftsman, Installation",7243.75
7422.1700,"Radio Craftsman, Maintenance",7243.80
7422.1801,Site Surveyor/R F Site Surveyor,7422.19
7422.2002,Installation (Computing and Peripherals),7422.21
7422.2201,Test and Repair Technician,7422.23
7422.3001,Tower Technician,7422.99
7511.0100,Butcher,7411.10
7511.0200,Slaughterer,7411.20
7511.0300,Sausage Maker,7411.30
7511.0400,Briner,7411.40
7511.0500,Pickler (Meat Product),7411.45
7511.0600,Shactor,7411.50
7511.9900,"Butchers, Fishmongers and Related Food",7411.90
7512.0100,Baker (Baking Products),7412.10
7512.0200,Mixing Machine Attendant,7412.15
7512.0300,Ovenman (Bakery Products),7412.20
7512.0400,Sweet Meat Maker,7412.25
7512.0500,Candy Maker,7412.30
7512.0600,Panman (Confectionery),7412.35
7512.0700,"Plate Worker, Confectionery",7412.40
7512.0800,Chocolate Maker,7412.50
7512.0900,Conche Operator (Sugar & Confectionery),7412.60
7512.1000,Yeast Maker (Beverage),7412.70
7512.9900,"Bakers, Pastry Cooks and Confectionery 
Makers, Other",7412.90
7513.0100,"Dairy Worker, General",7413.10
7513.0200,Separator Man,7413.20
7513.0300,Butter Maker,7413.30
7513.0400,Cheese Maker,7413.40
7513.0500,Ice-Cream Maker,7413.50
7513.9900,"Dairy Products Makers, Others",7413.90
7514.0100,Oil Expeller Man,7414.10
7514.0200,"Oil Crusher Operator, Animal-Driven",7414.20
7514.0300,"Grinder, Hand (Food Grain)",7414.30
7514.0400,"Pounder, Hand (Food Grain)",7414.35
7514.0500,Parcher (Food Grain),7414.36
7514.0600,"Washing Machine Attendant, Cleaner (Food 
Grain)",7414.38
7514.0700,"Cook, General (Food Canning and 
Preserving)",7414.40
7514.0800,"Condiment Maker (Food Canning & 
Preserving)",7414.50
7514.0900,Cannery Worker (Can & Preservation),7414.52
7514.1000,Pickler (Can & Preservation),7414.54
7514.1100,"Preservative Filler, Machine (Can & 
Preservation)",7414.56
7514.9900,"Fruits, Vegetables and Related Preservers, 
Others",7414.90
7515.0100,Tea Taster,7415.10
7515.0200,Liquor Taster,7415.20
7515.0300,Taster (Food),7415.30
7515.0400,"Grader, Meat",7415.40
7515.9900,"Food and Beverage Tasters and Graders, 
Other",7415.90
7516.0100,Tobacco Curer,7416.10
7516.0200,Tobacco Grader,7416.15
7516.0300,"Blender, Tobacco",7416.20
7516.0400,"Conditioner, Tobacco",7416.25
7516.0500,Cigar or Cheroot Roller,7416.30
7516.0600,Cigar or Cheroot Roller Helper,7416.35
7516.0700,Bidi Maker,7416.40
7516.0800,"Furnace Man, Bidi",7416.45
7516.0900,Bidi Checker,7416.50
7516.1000,Snuff Maker,7416.55
7516.1100,Chewing Tobacco Maker,7416.60
7516.9900,"Tobacco Preparers and Tobacco Products 
Makers, Other",7416.90
7521.0100,"Kiln Operator, Wood",7421.10
7521.0200,"Impregnator, Wood",7421.20
7521.0300,Wood Bender,7421.30
7521.0400,Wood Treater,7421.40
7521.0500,Grader (Wood Working),7421.50
7521.9900,"Wood Treaters, Other",7421.90
7522.0100,"Furniture Maker, Wood",7422.10
7522.0200,Cabinet Maker,7422.15
7522.0600,"Body Builder, Automobile",7422.25
7522.0700,"Coach Builder, Railway",7422.28
7522.0800,"Body Builder, Other Vehicles",7422.30
7522.0900,Wood Marker,7422.35
7522.1000,"Pattern Marker, Wood",7422.38
7522.1100,Cooper,7422.40
7522.1200,"Wood Carver, Hand",7422.42
7522.1300,"Inlayer, Wood",7422.45
7522.1400,"Toy Maker, Wood",7422.48
7522.1500,"Pith Worker, Wood",7422.50
7522.1600,Picture Frame Maker,7422.52
7522.1800,"Sports Goods Maker, Wood",7422.58
7522.1900,Wood Lacquerer,7422.60
7522.2000,Wood Polisher,7422.62
7522.2100,Paper Board Maker,7422.65
7522.9900,"Cabinet Makers and Related Workers, Other",7422.90
7523.0100,"Wood Machinist, General",7423.10
7523.0200,"Wood Turner, Machine",7423.15
7523.0300,"Wood, Turner Hand",7423.20
7523.0400,Shaper Wood,7423.25
7523.0500,"Router, Wood",7423.30
7523.0600,"Planer, Wood",7423.35
7523.0700,Four Cutter,7423.40
7523.0800,"Wood Sawyer, Hand",7423.42
7523.0900,"Moulder, Wood",7423.45
7523.1000,Mortiser Operator,7423.50
7523.1100,Tennoning Machine Operator,7423.55
7523.1200,Jointer Machine Operator,7423.60
7523.1300,Driller Wood,7423.65
7523.1400,Dowell Machine Operator,7423.70
7523.1500,Wood Wool Machine Operator,7423.80
7523.1600,"Wood Carver, Machine",8241.10
7523.1700,Fret Saw Machine Operator,8241.20
7523.1800,Sander Operator,8241.30
7523.9900,"Wood Working Machine Setters and Setter 
Operators, Others",8241.90
